type	time	latitude	longitude	altitude (m)	distance (km)	hr	name	desc
T	2016-11-13 11:57:05	51.431832000	-2.695928000	88.8	47.820	126		
T	2016-11-13 11:57:06	51.431686000	-2.695880000	87.6	47.836	126		
T	2016-11-13 11:57:07	51.431551000	-2.695814000	86.4	47.852	127		
T	2016-11-13 11:57:08	51.431408000	-2.695746000	85.0	47.868	127		
T	2016-11-13 11:57:09	51.431273000	-2.695683000	83.8	47.883	129		
T	2016-11-13 11:57:10	51.431139000	-2.695625000	82.8	47.899	129		
T	2016-11-13 11:57:11	51.431006000	-2.695568000	81.8	47.914	129		
T	2016-11-13 11:57:12	51.430871000	-2.695506000	80.8	47.929	128		
T	2016-11-13 11:57:13	51.430749000	-2.695476000	79.8	47.944	127		
T	2016-11-13 11:57:14	51.430614000	-2.695427000	78.8	47.959	126		
T	2016-11-13 11:57:15	51.430485000	-2.695407000	77.6	47.973	126		
T	2016-11-13 11:57:16	51.430365000	-2.695433000	76.6	47.987	126		
T	2016-11-13 11:57:17	51.430255000	-2.695492000	76.2	48.000	125		
T	2016-11-13 11:57:18	51.430154000	-2.695608000	75.8	48.013	125		
T	2016-11-13 11:57:19	51.430064000	-2.695724000	75.0	48.027	123		
T	2016-11-13 11:57:20	51.429985000	-2.695864000	74.2	48.040	121		
T	2016-11-13 11:57:21	51.429933000	-2.696027000	73.2	48.053	120		
T	2016-11-13 11:57:22	51.429870000	-2.696177000	72.4	48.066	119		
T	2016-11-13 11:57:23	51.429870000	-2.696177000	71.4	48.079	118		
T	2016-11-13 11:57:24	51.429948000	-2.696644000	71.4	48.093	119		
T	2016-11-13 11:57:25	51.429961000	-2.696861000	69.0	48.107	120		
T	2016-11-13 11:57:26	51.429983000	-2.697070000	67.6	48.121	121		
T	2016-11-13 11:57:27	51.429999000	-2.697271000	66.2	48.135	122		
T	2016-11-13 11:57:28	51.430007000	-2.697448000	64.8	48.148	122		
T	2016-11-13 11:57:29	51.430004000	-2.697594000	63.4	48.160	120		
T	2016-11-13 11:57:30	51.429943000	-2.697683000	62.2	48.171	119		
T	2016-11-13 11:57:31	51.429865000	-2.697784000	60.8	48.182	119		
T	2016-11-13 11:57:33	51.429595000	-2.697861000	60.8	48.203	120		
T	2016-11-13 11:57:35	51.429418000	-2.697851000	60.8	48.223	124		
T	2016-11-13 11:57:36	51.429335000	-2.697830000	60.8	48.233	126		
T	2016-11-13 11:57:38	51.429182000	-2.697711000	60.8	48.254	129		
T	2016-11-13 11:57:39	51.429108000	-2.697638000	60.8	48.264	130		
